id;rulebook_id;class_id;level;name;overriden_trait_id;effect 1
7096;6;94;9;Flurry of blows;Flurry of blows (-1);
154;6;94;9;Improved evasion;Evasion;
7097;6;94;9;Speed bonus +30 ft.;Speed bonus +20 ft.;SPEED 6
7098;6;94;10;AC bonus +2;AC bonus +1;AC 2
155;6;94;10;Ki strike (lawful);;
156;6;94;10;Slow fall 50 ft.;Slow fall 40 ft.;
157;6;94;11;Diamond body;;IMUNE[poison]
158;6;94;11;Greater flurry of blows;Flurry of blows;
159;6;94;12;Abundant step;;
160;6;94;12;Slow fall 60 ft.;Slow fall 50 ft.;
7099;6;94;12;Speed bonus +40 ft.;Speed bonus +30 ft.;SPEED 8
7100;6;94;12;Unarmed damage 2d6;Unarmed damage 1d10;
161;6;94;13;Diamond soul;;MR 10+lvl
162;6;94;14;Slow fall 70 ft.;Slow fall 60 ft.;
7101;6;94;15;AC bonus +3;AC bonus +2;AC 3
163;6;94;15;Quivering palm;;
7102;6;94;15;Speed bonus +50 ft.;Speed bonus +40 ft.;SPEED 10
164;6;94;16;Ki strike (adamantine);;
165;6;94;16;Slow fall 80 ft.;Slow fall 70 ft.;
7103;6;94;16;Unarmed damage 2d8;Unarmed damage 2d6;
166;6;94;17;Timeless body;;IMUNE [aging]
167;6;94;17;Tongue of the sun and the moon;;
168;6;94;18;Slow fall 90 ft.;Slow fall 80 ft.;
7104;6;94;18;Speed bonus +60 ft.;Speed bonus +50 ft.;SPEED 12
169;6;94;19;Empty body;;
7105;6;94;20;AC bonus +4;AC bonus +3;AC 4
170;6;94;20;Perfect self;;DR 10
171;6;94;20;Slow fall any distance;Slow fall 90 ft.;
7106;6;94;20;Unarmed damage 2d10;Unarmed damage 2d8;
63;6;95;1;Aura of good;;
64;6;95;1;Detect evil;;
65;6;95;1;Smite evil 1/day;;
66;6;95;2;Divine grace;;
67;6;95;2;Lay on hands;;
68;6;95;3;Aura of courage;;
69;6;95;3;Divine health;;
70;6;95;4;Turn undead;;
71;6;95;5;Smite evil 2/day;Smite evil 1/day;
72;6;95;5;Special mount;;
73;6;95;6;Remove disease 1/week;;
74;6;95;9;Remove disease 2/week;Remove disease 1/week;
75;6;95;10;Smite Evil 3/day;Smite evil 2/day;
76;6;95;12;Remove disease 3/week;Remove disease 2/week;
77;6;95;15;Remove disease 4/week;Remove disease 3/week;
78;6;95;15;Smite evil 4/day;Smite Evil 3/day;
79;6;95;18;Remove disease 5/week;Remove disease 4/week;
80;6;95;20;Smite evil 5/day;Smite evil 4/day;
23;6;96;1;*1st favored enemy;;
24;6;96;1;Track;;
25;6;96;1;Wild empathy;;
26;6;96;2;*Combat style;;
27;6;96;3;Endurance;;
28;6;96;4;Animal companion;;
29;6;96;5;*2nd favored enemy;;
30;6;96;6;*Improved combat style;;
31;6;96;7;Woodland stride;;
32;6;96;8;Swift tracker;;
33;6;96;9;Evasion;;
34;6;96;10;*3rd favored enemy;;
35;6;96;11;*Combat style mastery;;
36;6;96;13;Camouflage;;
37;6;96;15;*4th favored enemy;;
38;6;96;17;Hide in plain sight;;
39;6;96;20;*5th favored enemy;;
117;6;97;1;Sneak attack +1d6;;
118;6;97;1;Trapfinding;;
119;6;97;2;Evasion;;
120;6;97;3;Sneak attack +2d6;Sneak attack +1d6;
121;6;97;3;Trap sense +1;;
122;6;97;4;Uncanny dodge;;
123;6;97;5;Sneak attack +3d6;Sneak attack +2d6;
124;6;97;6;Trap sense +2;Trap sense +1;
125;6;97;7;Sneak attack +4d6;Sneak attack +3d6;
126;6;97;8;Improved uncanny dodge;Uncanny dodge;
127;6;97;9;Sneak attack +5d6;Sneak attack +4d6;
128;6;97;9;Trap sense +3;Trap sense +2;
129;6;97;10;*Special ability;;
130;6;97;11;Sneak attack +6d6;Sneak attack +5d6;
131;6;97;12;Trap sense +4;Trap sense +3;
133;6;97;13;*Special ability;;
132;6;97;13;Sneak attack +7d6;Sneak attack +6d6;
134;6;97;15;Sneak attack +8d6;Sneak attack +7d6;
135;6;97;15;Trap sense +5;Trap sense +4;
136;6;97;16;*Special ability;;
137;6;97;17;Sneak attack +9d6;Sneak attack +8d6;
138;6;97;18;Trap sense +6;Trap sense +5;
140;6;97;19;*Special ability;;
139;6;97;19;Sneak attack +10d6;Sneak attack +9d6;
22;6;98;1;Summon familiar;;
2;6;99;1;Scribe scroll;;
1;6;99;1;Summon familiar;;
3;6;99;5;Bonus feat;;
4;6;99;10;Bonus feat;;
5;6;99;15;Bonus feat;;
6;6;99;20;Bonus feat;;
3265;7;412;1;Heir's mark;;
3266;7;412;1;improved hospitality;;
3267;7;412;1;poison use;;
3268;7;412;2;Death attack;;
3269;7;412;2;Dhurinda's trick;;
3270;7;412;3;Create poison;;
3271;7;412;3;refi ne poison;;
3272;7;412;4;Empower poison;;
3273;7;412;4;lost in the crowd;;
3274;7;412;5;Dhurinda's touch;;
3275;7;413;1;Heir's mark;;
3276;7;413;1;improved dimension leap;;
3277;7;413;2;Swift leap;;
3278;7;413;3;Korran's strength;;
3279;7;413;4;Orien's grasp;;
3280;7;413;5;Olladra's twist;;
3281;7;413;6;Dimensional push;;
3282;7;413;7;Orien's wrath;;
3283;7;413;8;Shadow shift;;
3284;7;413;9;Orien's cloak;;
3285;7;413;10;Orien's fury;;
3286;7;414;1;Direction sense;;
3287;7;414;1;dragonmark conduit (preservation);;
3288;7;414;1;heir's mark;;
3289;7;414;2;Shadow fighter;;
3290;7;414;3;Detect magic;;
3291;7;414;4;Improved direction sense;;
3292;7;414;5;Dragonmark conduit (natural healing);;
3293;7;414;6;Tireless;;
3294;7;414;7;Blindsense mark;;
3295;7;414;7;innate detect magic;;
3296;7;414;8;Natural survivor;;
3297;7;414;9;Identify;;
3298;7;414;10;Dragonmark conduit (magical healing);;
3299;7;415;1;Heir's mark;;
3300;7;415;1;tracker;;
3301;7;415;1;warden's authority +1;;
3302;7;415;2;Subduing strike;;
3303;7;415;2;warden's authority +2;;
3304;7;415;3;Devoted lawkeeper +2;;
3305;7;415;4;Uncanny dodge;;
3306;7;415;4;warden's authority +3;;
3307;7;415;5;Mettle;;
3308;7;415;6;Devoted lawkeeper +4;;
3309;7;415;6;improved subduing strike;;
3310;7;415;6;warden's authority +4;;
3311;7;415;7;Improved uncanny dodge;;
3312;7;415;8;Lie detector;;
3313;7;415;8;warden's authority +5;;
3314;7;415;9;Devoted lawkeeper +6;;
3315;7;415;10;Greater subduing strike;;
3316;7;415;10;implacable;;
3317;7;415;10;warden's authority +6;;
3318;7;416;1;Catch the scent;;
3319;7;416;1;heir's mark;;
3320;7;416;1;hunter's insight +1;;
3321;7;416;1;swift tracker;;
3322;7;416;2;Dragon's guidance;;
3323;7;416;2;sharpened senses;;
3324;7;416;3;Improved dragonmark;;
3325;7;416;4;Favored enemy;;
3326;7;416;5;Hunter's insight +2;;
3327;7;416;5;trackless step;;
3328;7;416;6;Perfect awareness;;
3329;7;416;7;Track the trackless;;
3330;7;416;8;Improved dragonmark;;
3331;7;416;9;Favored enemy;;
3332;7;416;10;Hunter's insight +3;;
3333;7;417;1;Heir's mark;;
3334;7;417;1;keen insight;;
3335;7;417;1;prophetic vision;;
3337;7;417;2;blood augury;;
3336;7;417;2;Improved dragonmark;;
3338;7;417;3;Dragon's shield;;
3339;7;417;4;Improved dragonmark;;
3340;7;417;4;Medani guidance;;
3341;7;417;5;Visions of the past;;
3342;7;418;1;Heir's mark;;
3343;7;418;1;nosomatic chirurgy;;
3344;7;418;1;pestilential touch;;
3345;7;418;2;Plague bearer;;
3346;7;418;3;Isolate pathogen;;
3347;7;418;4;Nosomatic touch;;
3348;7;418;5;Ascendant carrier;;
3349;7;419;1;Heir's mark;;
3350;7;419;1;improved darkness;;
3351;7;419;2;Deeper shadows;;
3352;7;419;2;poison use;;
3353;7;419;2;shadow sense;;
3354;7;419;3;Shadowblind;;
3355;7;419;4;Shadowsight;;
3356;7;419;5;Cloak of shadows;;
3357;7;420;1;Armored abjuration;;
3358;7;420;1;heir's mark;;
3359;7;420;1;trap master +1;;
3360;7;420;1;warder's keys;;
3361;7;420;1;wardsense;;
3362;7;420;2;Crafty hands;;
3363;7;420;3;Invisibility;;
3364;7;420;4;Trap master +2;;
3365;7;420;5;Sly soul;;
3366;7;420;6;Cunning body;;
3367;7;420;7;Trap master +3;;
3368;7;420;8;Slippery mind;;
3369;7;420;9;Veiled spirit;;
3370;7;420;10;Master of doors;;
3371;7;420;10;trap master +4;;
3372;7;421;1;Heir's mark;;
3373;7;421;1;improved gust;;
3374;7;421;1;wind's embrace;;
3375;7;421;2;Lyrandar's shield;;
3376;7;421;2;powerful winds;;
3377;7;421;3;Lyrandar's fist;;
3378;7;421;4;Storm strike;;
3379;7;421;5;Gale force;;
3380;7;422;1;Heir's mark;;
3381;7;422;1;master scribe;;
3382;7;422;1;scroll mastery;;
3383;7;422;2;Improved arcane mark;;
3384;7;422;2;strong words;;
3385;7;422;3;Metamagic scroll;;
3386;7;422;4;Charged words;;
3387;7;422;5;Ghost writing;;
3388;7;423;1;Heir's mark;;
3389;7;423;1;improved companion or mount;;
3390;7;423;1;Vadalis instinct;;
3391;7;423;1;wild empathy;;
3392;7;423;2;Magebred summoning 1;;
3393;7;423;3;Bonus feat;;
3394;7;423;4;Magebred summoning 2;;
3395;7;423;5;Magebred companion;;
3396;7;423;6;Bonus feat;;
3397;7;423;7;Magebred summoning 3;;
3398;7;423;8;Bestial empathy;;
3399;7;423;9;Bonus feat;;
3400;7;423;10;Magebred summoning 4;;
3401;7;423;10;magebred transformation;;
3636;8;466;1;Bonus domain;;
3637;8;466;2;Bonus domain;;
3638;8;466;3;Bonus domain;;
3639;8;466;3;extra domain slot;;
3640;8;466;4;Bonus domain;;
3641;8;466;5;Bonus domain;;
3642;8;466;6;Bonus domain;;
3643;8;466;6;extra domain slot;;
3644;8;466;7;Bonus domain;;
3645;8;466;8;Bonus domain;;
3646;8;466;9;Bonus domain;;
3647;8;466;9;extra domain slot;;
3648;8;467;1;The shade within;;
3649;8;467;2;Escalation (shadow focus);;
3650;8;467;3;Escalation (shadow power);;
3651;8;467;4;Escalation (shadow growth);;
3652;8;467;5;Escalation (shadow haste);;
3653;8;467;6;Soul of shadow;;
3654;8;468;1;Ascetic knight;;
3655;8;468;1;ki focus;;
3656;8;468;1;stunning smite;;
3657;8;468;2;Holy armor;;
3658;8;468;2;ki strike (silver);;
3659;8;468;3;Balm of the Silver Flame;;
3660;8;468;4;Smite evil 1/day;;
3661;8;468;5;Wrath of the Silver Flame;;
3662;8;468;7;Ki strike (cold iron);;
3663;8;468;8;Mettle;;
3664;8;468;9;Smite evil 2/day;;
3665;8;468;10;Embrace of the Silver Flame;;
3666;8;469;1;Lifesense (5 ft.);;
3667;8;469;2;Sneak attack +1d6;;
3668;8;469;3;Lifesense (10 ft.);;
3669;8;469;4;Borrow vigor;;
3670;8;469;5;Immunity to fear;;
3671;8;469;5;lifesense (15 ft.);;
3672;8;469;6;Sneak attack +2d6;;
3673;8;469;7;Immunity to energy drain;;
3674;8;469;7;lifesense (20 ft.);;
3675;8;469;8;Steal vitality;;
3676;8;469;9;Immunity to death effects;;
3677;8;469;9;lifesense (25 ft.);;
3678;8;469;10;Sneak attack +3d6;;
3679;8;469;10;steal immortality;;
4297;9;582;1;Efficient alchemy;;
4298;9;582;1;poison use;;
4299;9;582;2;Brew spellvial;;
4300;9;582;3;Efficient alchemy (2 potions/day);;
4301;9;582;4;Create alchemical mixture;;
4302;9;582;5;Brew universal potion;;
4303;9;582;5;efficient alchemy (3 potions/day);;
4304;9;583;1;Deadened flesh;;
4305;9;583;1;extra spells;;
4306;9;583;1;improved turning;;
4307;9;583;1;voice of the damned;;
4308;9;583;2;Deadened flesh +2;;
4309;9;583;2;favored enemy (undead +2);;
4310;9;583;3;Deadgrim soul (immunities);;
4311;9;583;4;Deadened flesh +4;;
4312;9;583;5;Deadgrim soul (can be turned);;
4313;9;583;5;favored enemy (undead +4);;
4314;9;583;5;undead slayer;;
4315;9;584;1;Constellation power;;
4316;9;584;3;Constellation power;;
4317;9;584;4;Bonus feat;;
4318;9;584;5;Constellation power;;
4319;9;584;7;Constellation power;;
4320;9;584;8;Bonus feat;;
4321;9;584;9;Constellation power;;
4322;9;584;10;Ageless;;
4323;9;585;1;Elemental graft affinity;;
4324;9;585;1;elemental spellcasting;;
4325;9;585;2;Graft awareness;;
4326;9;585;3;Grafted health;;
4327;9;585;4;Grow elemental (Large);;
4328;9;585;5;Uncanny dodge;;
4329;9;585;6;Grow elemental (Huge);;
4330;9;585;7;Elemental merge;;
4331;9;585;8;Grow elemental (greater);;
4332;9;585;9;Improved uncanny dodge;;
4333;9;585;10;Grow elemental (elder);;
4334;9;586;1;Expanded spell list;;
4335;9;586;1;lure symbiont;;
4336;9;586;2;Favored enemy aberrations +2;;
4337;9;586;3;Aberrant anatomy (25%);;
4338;9;586;4;Aberrant fortitude;;
4339;9;586;5;Otherworldly surge;;
4340;9;586;6;Aberrant anatomy (50%);;
4341;9;586;6;favored enemy aberrations +4;;
4342;9;587;1;Immunity to possession;;
4343;9;587;1;psychic seep;;
4344;9;587;1;sleepless mind;;
4345;9;587;2;Extra power (psionic dismissal);;
4346;9;587;3;Improved thought shield;;
4347;9;587;4;Forcible ejection (+2 DC);;
4348;9;587;5;Extra power (psionic dimensional anchor);;
4349;9;587;6;Nightmare knowledge;;
4350;9;587;7;Dual mind;;
4351;9;587;8;Extra power (psionic ethereal jaunt);;
4352;9;587;9;Forcible ejection (+4 DC);;
4353;9;587;10;Dream travel;;
4354;9;588;1;Battlefist;;
4355;9;588;1;craft master;;
4356;9;588;2;Battlefist (+1);;
4357;9;588;2;self-repair;;
4358;9;588;3;Supporting construction;;
4359;9;588;4;Damage reduction 1/adamantine;;
4360;9;588;5;Battlefist (+2);;
4361;9;588;7;Embed component;;
4362;9;588;8;Damage reduction 2/adamantine;;
4363;9;588;9;Battlefist (+3);;
4364;9;588;10;Construct exemplar;;
4365;9;589;1;Code of conduct;;
4366;9;589;1;master of disguise;;
4367;9;589;1;nondetection;;
4368;9;589;2;Sneak attack +1d6;;
4369;9;589;3;Thought theft;;
4370;9;589;4;Sneak attack +2d6;;
4371;9;589;5;Dimension leap;;
5148;10;717;1;Call to mind;;
5149;10;717;1;spiritual lineage;;
5150;10;717;1;unarmed strike/mind blade improvement;;
5151;10;717;2;Augmented mindlink;;
5152;10;717;2;defensive insight;;
5153;10;717;3;Supportive mindlink +1;;
5154;10;717;4;Detect possession;;
5155;10;717;5;Spiritual focus;;
5156;10;717;6;Supportive mindlink +2;;
5157;10;717;7;Quori hunter;;
5158;10;717;8;Dismissing strike;;
5159;10;717;9;Personal mind blank;;
5160;10;717;9;supportive mindlink +3;;
5161;10;717;10;Spiritual union;;
5162;10;718;1;Detect thoughts 2/day;;
5163;10;718;1;doppelganger insights;;
5165;10;718;2;bonus feat;;
5164;10;718;2;Thought trick (daze);;
5166;10;718;3;Detect thoughts 4/day;;
5167;10;718;3;thought trick (disrupt);;
5169;10;718;4;bonus feat;;
5168;10;718;4;Thought trick (confuse);;
5170;10;718;5;Change shape;;
5171;10;718;5;detect thoughts at will;;
5172;10;718;5;thought trick (stun);;
5173;10;719;1;Augment Summoning;;
5174;10;719;1;moonspeaker shifting;;
5175;10;719;2;Energy resistance (first);;
5176;10;719;3;Extended summoning;;
5177;10;719;4;Thelanis tie;;
5178;10;719;5;Wild shape;;
5179;10;719;6;Shifter integration (ability bonus);;
5180;10;719;7;Energy resistance (second);;
5181;10;719;7;Improved Natural Attack;;
5182;10;719;8;Damage reduction;;
5183;10;719;9;Extra shifter trait;;
5184;10;719;10;Energy immunity;;
5185;10;719;11;Shifter integration (shifter trait);;
5186;10;719;12;Lamannia calling;;
5187;10;720;1;Disturbing touch;;
5188;10;720;2;Nightmare shroud;;
5189;10;720;3;Nightmare touch;;
5190;10;720;4;Terror;;
5191;10;720;5;Embodiment of nightmares;;
5192;10;721;1;Athletics;;
5193;10;721;1;fast movement (+5 ft.);;
5194;10;721;1;wild senses;;
5195;10;721;2;Nature's stride;;
5197;10;721;3;shifter endurance;;
5196;10;721;3;Swift tracker;;
5198;10;721;4;Fast movement (+10 ft.);;
5199;10;721;4;Run;;
5200;10;721;5;Pouncing ambush;;
5201;10;722;1;Metamorphic spell (components);;
5202;10;722;2;Expanded knowledge;;
5203;10;722;2;sudden metamagic;;
5204;10;722;3;Metamorphic spell (time);;
5205;10;722;4;Expanded knowledge;;
5206;10;722;4;sudden metamagic;;
5207;10;722;5;Metamorphic spell (space);;
5208;10;723;1;Extroverted;;
5209;10;723;1;natural healing;;
5211;10;723;2;magical healing;;
5210;10;723;2;Reforged insight;;
5212;10;723;3;Embrace emotion;;
5213;10;723;3;final reforging;;
5215;10;724;1;rune of extension;;
5214;10;724;1;Spellcarved runes;;
5216;10;724;2;Rune of resistance;;
5217;10;724;3;Rune of fortification;;
5218;10;724;4;Rune of the archmage;;
5219;10;724;5;Rune of warding;;
5705;11;784;1;Identify wand;;
5706;11;784;1;wand focus;;
5708;11;784;2;dual wand use;;
5707;11;784;2;Wand quick draw;;
5710;11;784;3;improved dragonmark;;
5709;11;784;3;Siphon charge;;
5712;11;785;1;additional action points;;
